Circuit,County,DivisionOfCourt,TypeOfCase,TypeOfDisposition,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
7,St. Johns,Circuit Criminal,Other Crimes Against Property,After Trial - Jury Convicted,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Criminal,Drugs,Before Trial - Speedy Trial Rule Dismissals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Criminal,Drugs,Before Trial - Dismissed,38,48,54,71,28,12,14,37,40,27,10,14,25,26,13,23,76,57,61,61,57,94,88,29,32,19,22,6
7,St. Johns,Circuit Criminal,Drugs,Before Trial - Transferred,3,1,3,1,6,0,0,0,2,1,0,0,1,0,27,6,0,1,1,2,3,5,11,2,3,8,13,0
7,St. Johns,Circuit Criminal,Drugs,Before Trial - Plea,57,80,96,125,121,91,84,159,68,63,96,119,244,198,203,190,222,261,189,319,339,346,302,184,218,263,198,303
7,St. Johns,Circuit Criminal,Drugs,Before Trial - Other,3,6,6,14,4,10,35,21,24,65,37,32,21,23,27,50,21,15,15,22,5,18,70,43,48,49,32,18
7,St. Johns,Circuit Criminal,Drugs,After Trial - Non Jury Acquitted/Dismissed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Criminal,Drugs,After Trial - Non Jury Plea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,St. Johns,Circuit Criminal,Drugs,After Trial - Non Jury Convicted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,St. Johns,Circuit Criminal,Drugs,After Trial - Jury Acquitted/Dismissed,1,2,0,1,1,1,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Criminal,Drugs,After Trial - Jury Plea,2,0,0,2,2,0,0,0,0,0,2,0,2,1,1,0,0,2,0,1,1,1,0,0,0,0,0,0
7,St. Johns,Circuit Criminal,Drugs,After Trial - Jury Convicted,1,2,1,2,7,1,5,3,3,2,1,2,4,4,2,3,1,0,0,0,1,2,2,2,0,2,1,1
7,St. Johns,Circuit Criminal,Other Felonies,Before Trial - Speedy Trial Rule Dismissals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Criminal,Other Felonies,Before Trial - Dismissed,83,43,61,32,19,6,15,5,4,6,10,5,11,5,6,13,20,28,11,20,21,28,45,21,9,13,1,7
7,St. Johns,Circuit Criminal,Other Felonies,Before Trial - Transferred,7,3,6,8,11,2,3,5,4,1,1,2,5,2,179,86,6,4,24,11,38,52,93,52,43,59,70,6
7,St. Johns,Circuit Criminal,Other Felonies,Before Trial - Plea,81,87,76,71,61,28,54,64,162,184,176,207,68,93,123,133,218,230,121,166,200,187,148,42,62,69,98,97
7,St. Johns,Circuit Criminal,Other Felonies,Before Trial - Other,2,4,7,8,6,13,10,17,6,15,33,5,4,3,2,10,17,11,4,10,4,6,7,7,4,0,1,3
7,St. Johns,Circuit Criminal,Other Felonies,After Trial - Non Jury Acquitted/Dismissed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,St. Johns,Circuit Criminal,Other Felonies,After Trial - Non Jury Plea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Criminal,Other Felonies,After Trial - Non Jury Convicted,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Criminal,Other Felonies,After Trial - Jury Acquitted/Dismissed,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Criminal,Other Felonies,After Trial - Jury Plea,0,3,2,0,2,0,0,0,1,1,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Criminal,Other Felonies,After Trial - Jury Convicted,1,1,1,3,1,1,2,6,7,5,5,5,3,2,2,1,0,0,0,1,0,1,0,1,2,1,5,1
7,St. Johns,Family Court,Simplified Dissolution,"Dismissed, Settled or Disposed Before Hearing",0,0,0,6,5,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,Simplified Dissolution,"Dismissed, Settled or Disposed After Hearing",1,0,0,3,1,1,0,1,4,2,1,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,Simplified Dissolution,By Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,Simplified Dissolution,By Judge,79,87,109,105,136,126,96,99,102,99,34,53,36,33,35,31,24,18,17,25,18,3,0,0,0,0,0,1
7,St. Johns,Family Court,Simplified Dissolution,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
7,St. Johns,Family Court,Simplified Dissolution,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,Simplified Dissolution,Other,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,Dissolution,"Dismissed, Settled or Disposed Before Hearing",4,2,7,14,15,12,14,43,41,7,13,6,8,10,12,18,23,31,26,33,25,30,19,1,0,0,0,0
7,St. Johns,Family Court,Dissolution,"Dismissed, Settled or Disposed After Hearing",0,0,0,18,7,9,3,12,40,30,24,25,69,10,7,10,44,37,46,27,40,36,46,84,78,22,39,20
7,St. Johns,Family Court,Dissolution,By Default,0,0,0,0,12,2,8,5,2,0,10,10,10,15,1,12,21,1,2,3,3,4,1,1,0,4,8,2
7,St. Johns,Family Court,Dissolution,By Judge,295,418,341,340,348,358,368,400,418,491,482,397,398,489,537,495,488,593,623,574,569,660,697,744,788,863,993,1038
7,St. Johns,Family Court,Dissolution,Non Jury Trial,0,0,0,7,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,3
7,St. Johns,Family Court,Dissolution,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,Dissolution,Other,9,18,10,2,1,3,2,4,5,2,5,18,37,42,35,20,3,13,12,4,5,7,11,0,0,22,8,4
7,St. Johns,Family Court,Child Support,"Dismissed, Settled or Disposed Before Hearing",0,1,3,4,10,10,10,0,9,5,1,10,3,17,5,3,5,6,6,7,30,34,59,1,1,1,0,0
7,St. Johns,Family Court,Child Support,"Dismissed, Settled or Disposed After Hearing",0,0,0,2,2,3,3,2,0,0,0,6,2,1,2,1,13,0,3,11,16,39,35,81,78,16,10,5
7,St. Johns,Family Court,Child Support,By Default,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,1,3,4,0,0,2,0,1,0,0,3,0,2
7,St. Johns,Family Court,Child Support,By Judge,25,17,27,23,27,29,30,51,37,47,13,37,42,36,40,28,19,49,72,105,127,96,170,189,306,438,258,331
7,St. Johns,Family Court,Child Support,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,Child Support,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,Child Support,Other,0,2,2,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,22,30,9,4,3,2,1,6,9,15
7,St. Johns,Family Court,UIFSA,"Dismissed, Settled or Disposed Before Hearing",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7,St. Johns,Family Court,UIFSA,"Dismissed, Settled or Disposed Before Hearing",1,0,1,4,6,11,8,1,4,11,10,6,3,0,0,0,43,6,3,1,4,1,3,0,0,0,0,0
7,St. Johns,Family Court,UIFSA,"Dismissed, Settled or Disposed After Hearing",0,0,0,1,0,1,0,2,2,1,1,7,5,0,0,0,49,0,5,20,1,7,6,2,3,0,0,0
7,St. Johns,Family Court,UIFSA,By Default,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,UIFSA,By Judge,54,61,138,54,74,49,58,74,92,64,55,72,55,0,0,0,18,25,66,48,24,12,11,38,15,44,25,50
7,St. Johns,Family Court,UIFSA,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,UIFSA,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,St. Johns,Family Court,UIFSA,Other,1,0,1,3,7,2,1,3,2,4,4,3,3,0,0,0,6,17,36,58,67,70,120,92,145,116,43,157
7,St. Johns,Family Court,Other Domestic Relations,"Dismissed, Settled or Disposed Before Hearing",2,1,1,12,11,35,24,17,21,11,9,45,7,14,4,16,17,11,10,18,18,28,47,0,0,0,0,0
7,St. Johns,Family Court,Other Domestic Relations,"Dismissed, Settled or Disposed After Hearing",0,0,0,10,11,10,3,6,14,13,2,22,8,8,0,11,43,5,13,38,8,45,36,35,61,7,8,5
7,St. Johns,Family Court,Other Domestic Relations,By Default,0,0,0,0,3,18,2,0,1,0,1,0,1,1,0,7,16,2,0,0,1,2,2,0,0,0,0,1
7,St. Johns,Family Court,Other Domestic Relations,By Judge,73,142,167,171,141,151,218,243,166,241,176,143,185,205,196,205,208,186,276,197,214,279,252,255,282,247,323,363
7,St. Johns,Family Court,Other Domestic Relations,Non Jury Trial,0,0,0,2,0,1,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,Other Domestic Relations,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,Other Domestic Relations,Other,1,2,4,0,1,0,2,1,0,4,2,3,7,17,10,3,6,6,24,17,37,9,39,57,2,1,9,9
7,St. Johns,Family Court,Domestic Violence,"Dismissed, Settled or Disposed Before Hearing",2,1,2,67,35,27,20,9,26,9,18,16,28,15,43,45,123,164,202,80,48,14,78,7,7,5,0,0
7,St. Johns,Family Court,Domestic Violence,"Dismissed, Settled or Disposed After Hearing",0,0,0,36,17,19,23,26,27,20,46,40,128,126,109,82,56,16,52,109,106,10,21,5,0,1,2,2
7,St. Johns,Family Court,Domestic Violence,By Default,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,Domestic Violence,By Judge,9,38,91,52,119,123,112,132,149,224,237,232,190,236,360,346,224,200,140,111,180,315,260,334,344,305,303,280
7,St. Johns,Family Court,Domestic Violence,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,St. Johns,Family Court,Domestic Violence,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,St. Johns,Family Court,Domestic Violence,Other,1,0,1,0,15,67,0,0,0,0,1,0,5,2,4,2,2,1,25,46,28,3,2,0,1,0,1,0
7,St. Johns,Family Court,Repeat Violence,"Dismissed, Settled or Disposed Before Hearing",0,0,0,0,0,0,3,0,3,1,0,0,2,2,3,4,15,33,46,13,3,3,42,5,6,5,0,0
7,St. Johns,Family Court,Repeat Violence,"Dismissed, Settled or Disposed After Hearing",0,0,0,0,0,1,0,0,1,0,2,1,9,15,13,13,12,19,33,37,37,4,7,0,0,0,1,0
7,St. Johns,Family Court,Repeat Violence,By Default,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7,St. Johns,Family Court,Repeat Violence,By Judge,0,0,0,0,0,6,9,11,12,18,15,23,26,13,60,35,47,44,52,38,52,95,98,107,150,83,67,73
7,St. Johns,Family Court,Repeat Violence,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,Repeat Violence,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Family Court,Repeat Violence,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,31,34,0,0,0,0,0,0,0
7,St. Johns,Family Court,Juvenile Delinquency,Total Disposed,118,139,259,226,303,271,224,270,332,425,417,312,443,357,413,426,416,615,403,426,369,356,380,247,564,460,529,636
7,St. Johns,Family Court,Juvenile Dependency,Total Disposed,67,55,61,46,39,58,30,52,27,17,17,24,29,40,93,78,85,97,87,112,218,203,96,119,79,83,77,76
7,St. Johns,Family Court,Termination of Parental Rights,Total Disposed,,,,,,,,,,,,,,,,,,,,,,,,,14,13,30,18
7,St. Johns,Circuit Civil,Professional Malpractice,"Dismissed, Settled or Disposed Before Hearing",0,0,0,0,0,0,0,2,0,0,0,1,6,1,1,0,5,2,2,1,1,3,1,3,5,3,11,0
7,St. Johns,Circuit Civil,Professional Malpractice,"Dismissed, Settled or Disposed After Hearing",0,0,0,3,2,0,0,4,0,5,1,5,9,7,5,8,8,3,3,6,5,7,5,1,3,1,3,3
7,St. Johns,Circuit Civil,Professional Malpractice,By Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Professional Malpractice,By Judge,0,2,0,0,0,2,0,4,2,10,5,4,2,3,4,5,2,1,4,3,7,1,3,6,1,2,2,1
7,St. Johns,Circuit Civil,Professional Malpractice,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Professional Malpractice,Jury Trial,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7,St. Johns,Circuit Civil,Professional Malpractice,Other,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,4,2,0,2,0,0,0,1,0,0,0
7,St. Johns,Circuit Civil,Products Liability,"Dismissed, Settled or Disposed Before Hearing",0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,5,5,3
7,St. Johns,Circuit Civil,Products Liability,"Dismissed, Settled or Disposed After Hearing",0,0,0,0,3,1,2,2,2,3,0,1,2,1,1,1,0,3,1,1,1,0,0,2,0,0,0,1
7,St. Johns,Circuit Civil,Products Liability,By Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Products Liability,By Judge,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Products Liability,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Products Liability,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Products Liability,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,1,3,0,0,0,2,0,0,0,0
7,St. Johns,Circuit Civil,Auto Negligence,"Dismissed, Settled or Disposed Before Hearing",0,7,12,24,21,12,17,25,19,21,8,17,34,35,18,25,39,32,33,29,38,58,55,74,76,71,95,91
7,St. Johns,Circuit Civil,Auto Negligence,"Dismissed, Settled or Disposed After Hearing",0,0,1,17,19,29,25,23,45,26,22,30,25,17,28,32,44,30,18,19,37,35,44,23,10,11,22,31
7,St. Johns,Circuit Civil,Auto Negligence,By Default,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,2,5,2,1,1,0,0,1,0,0
7,St. Johns,Circuit Civil,Auto Negligence,By Judge,8,14,19,12,13,8,10,17,18,27,26,18,8,13,11,14,12,13,13,15,14,11,14,12,16,11,12,22
7,St. Johns,Circuit Civil,Auto Negligence,Non Jury Trial,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,St. Johns,Circuit Civil,Auto Negligence,Jury Trial,1,0,0,0,0,3,1,0,1,0,0,0,0,1,1,2,0,0,3,4,1,5,1,0,0,1,1,5
7,St. Johns,Circuit Civil,Auto Negligence,Other,3,10,10,0,1,0,1,0,0,1,0,4,8,11,5,1,10,17,37,11,9,9,7,6,3,0,0,5
7,St. Johns,Circuit Civil,Other Negligence,"Dismissed, Settled or Disposed Before Hearing",5,5,8,3,15,2,12,11,10,7,3,10,12,13,8,9,19,7,14,12,12,25,26,34,27,42,43,44
7,St. Johns,Circuit Civil,Other Negligence,"Dismissed, Settled or Disposed After Hearing",1,1,1,21,13,25,19,26,24,27,18,18,21,22,17,17,28,18,12,21,18,23,16,21,15,12,10,16
7,St. Johns,Circuit Civil,Other Negligence,By Default,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
7,St. Johns,Circuit Civil,Other Negligence,By Judge,19,35,32,10,9,12,14,25,22,25,17,20,13,12,12,14,6,10,8,9,13,7,4,3,17,6,3,10
7,St. Johns,Circuit Civil,Other Negligence,Non Jury Trial,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Other Negligence,Jury Trial,2,0,2,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0
7,St. Johns,Circuit Civil,Other Negligence,Other,9,13,7,2,2,1,1,0,0,0,1,2,6,10,3,5,2,15,9,9,8,6,4,7,3,2,1,1
7,St. Johns,Circuit Civil,Condominium,"Dismissed, Settled or Disposed Before Hearing",1,1,11,10,0,2,1,4,0,1,0,1,0,0,0,0,1,2,0,0,1,0,1,2,6,2,4,6
7,St. Johns,Circuit Civil,Condominium,"Dismissed, Settled or Disposed After Hearing",0,0,0,5,0,0,1,3,0,4,2,1,1,0,0,1,1,2,0,1,1,2,0,0,0,0,4,4
7,St. Johns,Circuit Civil,Condominium,By Default,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Condominium,By Judge,0,16,99,16,2,2,1,2,3,1,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,6,2,4
7,St. Johns,Circuit Civil,Condominium,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Condominium,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Condominium,Other,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Contract & Indebtedness,"Dismissed, Settled or Disposed Before Hearing",10,4,16,22,28,23,19,69,20,15,5,19,24,20,25,22,35,44,33,43,35,70,61,98,101,153,130,85
7,St. Johns,Circuit Civil,Contract & Indebtedness,"Dismissed, Settled or Disposed After Hearing",1,0,1,42,32,31,28,36,63,54,32,19,21,18,28,30,33,35,33,44,48,47,40,28,16,46,101,38
7,St. Johns,Circuit Civil,Contract & Indebtedness,By Default,2,0,0,3,8,7,11,2,0,2,0,3,4,8,1,4,17,15,14,26,18,6,31,19,1,10,13,20
7,St. Johns,Circuit Civil,Contract & Indebtedness,By Judge,28,83,108,86,99,41,28,38,54,61,58,34,25,27,47,31,30,34,30,34,33,47,109,200,294,283,130,123
7,St. Johns,Circuit Civil,Contract & Indebtedness,Non Jury Trial,2,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,2
7,St. Johns,Circuit Civil,Contract & Indebtedness,Jury Trial,4,1,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,6,1,0,0,2,0
7,St. Johns,Circuit Civil,Contract & Indebtedness,Other,13,21,19,0,3,1,3,2,0,8,3,12,14,19,35,22,22,34,45,24,31,23,34,50,66,47,24,20
7,St. Johns,Circuit Civil,Real Property/Mortgage Foreclosure,"Dismissed, Settled or Disposed Before Hearing",12,17,26,54,67,65,76,94,65,56,36,57,68,89,80,94,135,126,146,127,126,193,293,391,396,541,509,500
7,St. Johns,Circuit Civil,Real Property/Mortgage Foreclosure,"Dismissed, Settled or Disposed After Hearing",1,0,1,23,17,20,19,41,49,56,30,33,19,18,25,37,34,49,31,45,55,39,59,80,51,141,145,216
7,St. Johns,Circuit Civil,Real Property/Mortgage Foreclosure,By Default,0,0,0,0,3,54,94,41,4,5,0,2,11,11,3,42,71,88,123,99,49,23,49,58,4,7,7,7
7,St. Johns,Circuit Civil,Real Property/Mortgage Foreclosure,By Judge,34,135,104,146,180,183,147,162,113,119,117,81,95,129,156,120,114,110,81,47,93,205,470,1138,845,719,809,1074
7,St. Johns,Circuit Civil,Real Property/Mortgage Foreclosure,Non Jury Trial,0,0,0,4,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,19,68
7,St. Johns,Circuit Civil,Real Property/Mortgage Foreclosure,Jury Trial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7,St. Johns,Circuit Civil,Real Property/Mortgage Foreclosure,Other,36,30,32,1,0,1,0,3,1,1,5,11,24,54,22,38,28,51,36,29,37,34,95,152,128,123,127,88
7,St. Johns,Circuit Civil,Eminent Domain,"Dismissed, Settled or Disposed Before Hearing",0,0,0,0,2,0,2,0,1,6,4,0,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0
7,St. Johns,Circuit Civil,Eminent Domain,"Dismissed, Settled or Disposed After Hearing",0,0,0,0,0,0,0,0,3,5,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Eminent Domain,By Default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Eminent Domain,By Judge,2,1,0,0,2,2,1,2,0,11,6,4,5,3,45,33,24,5,7,7,5,0,1,1,0,6,0,4
7,St. Johns,Circuit Civil,Eminent Domain,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Eminent Domain,Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Circuit Civil,Eminent Domain,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0
7,St. Johns,Circuit Civil,Other Circuit Civil,"Dismissed, Settled or Disposed Before Hearing",17,12,10,26,24,14,6,43,25,16,10,12,12,20,17,25,28,31,42,45,40,62,66,76,65,64,62,40
7,St. Johns,Circuit Civil,Other Circuit Civil,"Dismissed, Settled or Disposed After Hearing",0,0,0,38,18,24,19,35,61,44,21,9,21,22,23,35,39,27,33,32,41,72,49,39,23,39,48,33
7,St. Johns,Circuit Civil,Other Circuit Civil,By Default,5,0,0,1,2,3,1,1,0,2,0,3,1,5,3,6,13,6,23,11,13,10,6,19,0,2,3,1
7,St. Johns,Circuit Civil,Other Circuit Civil,By Judge,155,231,132,80,83,59,57,66,49,59,68,45,41,74,87,67,61,53,69,71,92,70,109,125,151,78,47,88
7,St. Johns,Circuit Civil,Other Circuit Civil,Non Jury Trial,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0
7,St. Johns,Circuit Civil,Other Circuit Civil,Jury Trial,3,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,2
7,St. Johns,Circuit Civil,Other Circuit Civil,Other,31,31,26,0,5,15,18,24,14,10,30,20,29,34,63,36,18,38,42,39,33,37,50,33,28,31,34,25
7,St. Johns,Probate,Probate,Total Disposed (1986 to 1995),235,373,253,285,356,359,290,334,265,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7,St. Johns,Probate,Probate,Before Hearing,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,1,0,0,1,0,1,1,1,0
7,St. Johns,Probate,Probate,By Judge,0,0,0,0,0,0,0,0,0,0,316,271,288,316,313,322,326,322,492,447,516,504,571,442,396,444,458,503
7,St. Johns,Probate,Probate,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,St. Johns,Probate,Probate,Other,0,0,0,0,0,0,0,0,0,0,1,2,4,5,4,2,3,5,6,7,7,10,5,5,2,6,3,2
7,St. Johns,Probate,Guardianship,Total Disposed (1986 to 1995),21,56,23,37,48,35,27,30,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7,St. Johns,Probate,Guardianship,Before Hearing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,1,0,1,3,2,1
7,St. Johns,Probate,Guardianship,By Judge,0,0,0,0,0,0,0,0,0,0,26,8,42,24,17,37,27,8,30,46,36,60,55,31,31,61,74,72
7,St. Johns,Probate,Guardianship,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Probate,Guardianship,Other,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,0,5,3,5,2,3,1,2,3,0,1
7,St. Johns,Probate,Trusts,Total Disposed (1986 to 1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7,St. Johns,Probate,Trusts,Before Hearing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7,St. Johns,Probate,Trusts,By Judge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,3,5,3,8
7,St. Johns,Probate,Trusts,Non Jury Trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,St. Johns,Probate,Trusts,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2
7,St. Johns,Probate,Baker Act,Total Disposed (1986 to 1995),45,58,69,71,121,109,96,70,68,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7,St. Johns,Probate,Baker Act,Before Hearing,0,0,0,0,0,0,0,0,0,0,0,6,6,13,12,13,7,6,7,4,9,6,15,14,33,14,17,26
